-0.5,1.08811340146e-18,6.63051507399e-34,-8.02097595665e-19
-0.45,1.15828091896e-18,-7.69531935513e-34,-1.30637987224e-18
-0.4,1.08196726963e-18,-1.42009234033e-33,-2.00064172626e-18
-0.35,7.32149550553e-19,3.75895875648e-33,-2.87105979531e-18
-0.3,-3.58755727501e-20,3.0191860561e-33,-3.76119328591e-18
-0.25,-1.22029472944e-18,8.35975709064e-34,-4.35706337703e-18
-0.2,-2.38336784078e-18,-1.13502821953e-32,-4.3564525754e-18
-0.15,-2.94534373718e-18,-6.15775794726e-33,-4.27003695426e-18
-0.1,-3.58531760836e-18,-9.19016480209e-33,-5.97458777745e-18
-0.05,8.83676857262e-19,1.17747263492e-32,-4.51646606356e-17
0.0,0.0,0.0,-6.62736910669e-15
