-0.5,2.09445788052e-18,1.57374302067e-33,-4.66779374328e-19
-0.45,2.43743227641e-18,1.31340334806e-33,-6.31408269515e-19
-0.4,2.66430002786e-18,-1.4761520103e-33,-8.12258823424e-19
-0.35,2.5556684271e-18,2.30868265996e-33,-9.88900234335e-19
-0.3,1.7252997292e-18,-6.22804531183e-33,-1.09221593576e-18
-0.25,-3.40715219516e-19,-5.94880773082e-33,-8.5864090057e-19
-0.2,-3.94971654714e-18,2.35923855518e-32,1.65799746016e-19
-0.15,-8.638445899e-18,-1.04499813116e-32,1.74591971625e-18
-0.1,-1.30322545806e-17,-1.80936990821e-32,8.19996487717e-19
-0.05,-9.02803341292e-18,-7.47650333169e-33,-7.79379578788e-18
0.0,0.0,0.0,1.96700506951e-29
