-0.5,1.43360033713e-19,-2.25773673479e-33,-1.10156074128e-18
-0.45,8.36269903109e-20,3.7051258677e-33,-1.90685531909e-18
-0.4,1.41479201983e-20,1.23464081845e-33,-3.11538073488e-18
-0.35,-9.82860334848e-22,1.80355069689e-33,-4.83217073653e-18
-0.3,2.2388930647e-19,3.01982662016e-33,-7.21577668436e-18
-0.25,1.0919537613e-18,2.12806385709e-32,-1.00740008386e-17
-0.2,3.26991440526e-18,3.64538063263e-33,-1.34409290655e-17
-0.15,6.83359191288e-18,-1.13651949482e-32,-1.64686740978e-17
-0.1,9.47384912107e-18,5.73699099564e-33,-2.0750622076e-17
-0.05,6.91199999252e-18,1.0326097762e-31,-1.14175716559e-16
0.0,0.0,0.0,-1.32547382134e-14
